ConflictID,DyadID,Year,LocationInc,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,BdBest,BdLow,BdHigh,TypeOfConflict,BattleLocation,GWNoA,GWNoA2nd,GwNoB,GWNoB2nd,GWNoLoc,GWNoBattle,Region,Version
103,364,1994,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,464,404,1126,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,364,1995,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,694,684,1105,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,364,1996,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,788,788,1007,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,"364, 379",1997,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KR","1112, 1115",,2,,427,427,664,3,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",811,,,,811,"811, 811, 800",3,5.0-2015
103,364,1998,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,235,235,374,3,"Cambodia (Kampuchea), Thailand",811,,,,811,"811, 800",3,5.0-2015
111,57,2000,Guinea,Government of Guinea,,RFDG,1309,,2,,217,182,522,3,Guinea,438,,,,438,438,4,5.0-2015
111,57,2001,Guinea,Government of Guinea,,RFDG,1309,,2,,432,432,778,3,"Guinea, Liberia, Sierra Leone",438,,,,438,"438, 450, 451",4,5.0-2015
112,247,1989,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,115,115,115,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 247",1990,Philippines,Government of Philippines,,"MILF, MNLF","1117, 1118",,1,Mindanao,141,141,141,3,Philippines,840,,,,840,840,3,5.0-2015
112,"247, 249",1993,Philippines,Government of Philippines,,"ASG, MNLF","1117, 1119",,1,Mindanao,154,154,178,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",1994,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,196,196,213,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1995,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,116,116,122,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",1996,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,180,180,184,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",1997,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,270,230,348,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",1998,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,93,93,93,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1999,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,106,73,135,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2000,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,1427,1405,1559,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249, 252",2001,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM","1118, 1119, 1120",,1,Mindanao,652,555,797,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2002,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,382,382,416,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2003,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,825,699,1041,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2004,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,69,66,99,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249, 252",2005,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM","1118, 1119, 1120",,1,Mindanao,236,233,287,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2006,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,50,50,116,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249, 647",2007,Philippines,Government of Philippines,,"ASG, MILF, MNLF - HM","1118, 1119, 1121",,1,Mindanao,307,307,326,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2008,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,297,297,546,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2009,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,517,501,548,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2010,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,74,74,85,3,Philippines,840,,,,840,840,3,5.0-2015
112,"242, 249",2011,Philippines,Government of Philippines,,"ASG, MILF","1118, 1119",,1,Mindanao,146,146,171,3,Philippines,840,,,,840,840,3,5.0-2015
112,"249, 834",2012,Philippines,Government of Philippines,,"ASG, BIFM","1119, 2031",,1,Mindanao,113,107,138,3,Philippines,840,,,,840,840,3,5.0-2015
112,"249, 252, 834",2013,Philippines,Government of Philippines,,"ASG, BIFM, MNLF - NM","1119, 1120, 2031",,1,Mindanao,349,349,414,3,Philippines,840,,,,840,840,3,5.0-2015
112,"249, 834",2014,Philippines,Government of Philippines,,"ASG, BIFM","1119, 2031",,1,Mindanao,280,276,288,3,Philippines,840,,,,840,840,3,5.0-2015
113,641,1989,Sudan,Government of Sudan,,SPLM/A,1312,,2,,4253,4253,5253,3,"Sudan, Uganda",625,,,,625,"625, 500",4,5.0-2015
113,641,1990,Sudan,Government of Sudan,,SPLM/A,1312,,2,,4335,4335,4335,3,"Sudan, Uganda",625,,,,625,"625, 500",4,5.0-2015
113,641,1991,Sudan,Government of Sudan,,SPLM/A,1312,,2,,1317,1317,4317,3,"Sudan, Uganda",625,,,,625,"625, 500",4,5.0-2015
113,641,1992,Sudan,Government of Sudan,,SPLM/A,1312,,2,,1083,1083,4083,3,Sudan,625,,,,625,625,4,5.0-2015
113,641,1993,Sudan,Government of Sudan,,SPLM/A,1312,,2,,942,942,942,3,Sudan,625,,,,625,625,4,5.0-2015
113,641,1994,Sudan,Government of Sudan,,SPLM/A,1312,,2,,337,337,337,3,Sudan,625,,,,625,625,4,5.0-2015
113,641,1995,Sudan,Government of Sudan,,SPLM/A,1312,,2,,1000,1000,1882,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",1996,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,2289,2289,2291,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",1997,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,3709,3709,7228,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",1998,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,4891,4891,5572,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",1999,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,1408,1408,1597,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",2000,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,2841,2841,3610,3,Sudan,625,,,,625,625,4,5.0-2015
113,"641, 645",2001,Sudan,Government of Sudan,,"NDA, SPLM/A","1312, 1314",,2,,3408,3408,3658,3,Sudan,625,,,,625,625,4,5.0-2015
113,641,2002,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2021,2021,3021,3,Sudan,625,,,,625,625,4,5.0-2015
113,"433, 434, 641",2003,Sudan,Government of Sudan,Government of Chad,"JEM, SLM/A, SPLM/A","1312, 1315, 1316",,2,,1999,1899,2856,"3, 4",Sudan,625,483,,,625,625,4,5.0-2015
113,"433, 434, 641",2004,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A","1312, 1315, 1316",,2,,3278,3278,4588,3,Sudan,625,,,,625,625,4,5.0-2015
113,433,2005,Sudan,Government of Sudan,,SLM/A,1316,,2,,161,161,191,3,Sudan,625,,,,625,625,4,5.0-2015
113,"433, 630, 631",2006,Sudan,Government of Sudan,,"NRF, SLM/A, SLM/A - MM","1316, 1317, 1318",,2,,1002,1002,2719,3,Sudan,625,,,,625,625,4,5.0-2015
113,"434, 648",2007,Sudan,Government of Sudan,,"JEM, SLM/A-Unity","1315, 1319",,2,,217,201,222,3,Sudan,625,,,,625,625,4,5.0-2015
113,"433, 434, 648",2008,Sudan,Government of Sudan,,"JEM, SLM/A, SLM/A-Unity","1315, 1316, 1319",,2,,598,598,1476,3,Sudan,625,,,,625,625,4,5.0-2015
113,"433, 434",2009,Sudan,Government of Sudan,,"JEM, SLM/A","1315, 1316",,2,,353,353,370,3,"Chad, Sudan, Sudan",625,,,,625,"483, 625, 625",4,5.0-2015
113,"433, 434, 808",2010,Sudan,Government of Sudan,,"JEM, SLM/A, SSDM/A","1315, 1316, 1993",,2,,1010,1010,1888,3,Sudan,625,,,,625,625,4,5.0-2015
113,"433, 434, 808, 812, 813, 833",2011,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A","1315, 1316, 1993, 2008, 2009, 2047",,2,,1324,1300,2185,3,"Ethiopia, Sudan, Sudan",625,,,,625,"530, 625, 625",4,5.0-2015
113,833,2012,Sudan,Government of Sudan,,SRF,2047,,2,,1173,1123,1803,3,Sudan,625,,,,625,625,4,5.0-2015
113,833,2013,Sudan,Government of Sudan,,SRF,2047,,2,,589,523,2697,3,Sudan,625,,,,625,625,4,5.0-2015
113,"833, 14134, 14150",2014,Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SARC, SRF","2047, 5849, 5866",,2,,856,815,2163,3,"South Sudan, Sudan, Sudan",625,,,,625,"625, 626, 625",4,5.0-2015
117,256,1989,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,388,388,517,3,Sri Lanka,780,,,,780,780,3,5.0-2015
117,256,1990,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,61,61,61,3,Sri Lanka,780,,,,780,780,3,5.0-2015
118,"148, 151",1989,Uganda,Government of Uganda,,"LRA, UPA","1334, 1336",,2,,1019,1019,1040,3,Uganda,500,,,,500,500,4,5.0-2015
118,"148, 151",1990,Uganda,Government of Uganda,,"LRA, UPA","1334, 1336",,2,,621,621,633,3,Uganda,500,,,,500,500,4,5.0-2015
118,"148, 151",1991,Uganda,Government of Uganda,,"LRA, UPA","1334, 1336",,2,,853,853,853,3,Uganda,500,,,,500,500,4,5.0-2015
118,148,1992,Uganda,Government of Uganda,,UPA,1334,,2,,72,72,72,3,Uganda,500,,,,500,500,4,5.0-2015
118,151,1994,Uganda,Government of Uganda,,LRA,1336,,2,,149,149,226,3,Uganda,500,,,,500,500,4,5.0-2015
118,151,1995,Uganda,Government of Uganda,,LRA,1336,,2,,295,295,332,3,"Sudan, Uganda",500,,,,500,"625, 500",4,5.0-2015
118,"151, 152, 153",1996,Uganda,Government of Uganda,,"ADF, LRA, WNBF","1336, 1337, 1338",,2,,1240,1240,1586,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,5.0-2015
118,"151, 153, 431",1997,Uganda,Government of Uganda,,"ADF, LRA, UNRF II","1336, 1337, 1339",,2,,888,888,1179,3,"Sudan, Uganda, Uganda",500,,,,500,"500, 625, 500",4,5.0-2015
118,"151, 153",1998,Uganda,Government of Uganda,,"ADF, LRA","1336, 1337",,2,,833,833,1046,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,5.0-2015
118,153,1999,Uganda,Government of Uganda,,ADF,1337,,2,,355,355,355,3,"DR Congo (Zaire), Uganda",500,,,,500,"490, 500",4,5.0-2015
118,"151, 153",2000,Uganda,Government of Uganda,,"ADF, LRA","1336, 1337",,2,,388,388,407,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,5.0-2015
118,"151, 153",2001,Uganda,Government of Uganda,,"ADF, LRA","1336, 1337",,2,,189,189,237,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",500,,,,500,"490, 500, 625, 500",4,5.0-2015
118,"151, 153",2002,Uganda,Government of Uganda,,"ADF, LRA","1336, 1337",,2,,1086,1086,1881,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",500,,,,500,"490, 500, 625, 500",4,5.0-2015
118,151,2003,Uganda,Government of Uganda,,LRA,1336,,2,,642,641,1100,3,"Sudan, Uganda",500,,,,500,"625, 500",4,5.0-2015
118,151,2004,Uganda,Government of Uganda,,LRA,1336,,2,,1610,1609,2215,3,"Sudan, Uganda",500,,,,500,"625, 500",4,5.0-2015
118,151,2005,Uganda,Government of Uganda,Government of Sudan,LRA,1336,,2,,695,695,814,4,"Sudan, Uganda",500,625,,,500,"625, 500",4,5.0-2015
118,151,2006,Uganda,Government of Uganda,,LRA,1336,,2,,221,221,318,3,"DR Congo (Zaire), Sudan, Uganda",500,,,,500,"490, 625, 500",4,5.0-2015
118,153,2007,Uganda,Government of Uganda,,ADF,1337,,2,,91,91,147,3,Uganda,500,,,,500,500,4,5.0-2015
118,151,2008,Uganda,Government of Uganda,"Government of DR Congo (Zaire) , Government of Sudan",LRA,1336,,2,,53,53,66,4,"DR Congo (Zaire), Sudan",500,"490, 625",,,500,"490, 625",4,5.0-2015
118,151,2009,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire) , Government of Sudan",LRA,1336,,2,,238,238,263,4,"Central African Republic, DR Congo (Zaire), Sudan",500,"482, 490, 625",,,500,"482, 490, 625",4,5.0-2015
118,"151, 153",2010,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire) , Government of Sudan, Government of DR Congo (Zaire)","ADF, LRA","1336, 1337",,2,,120,120,138,4,"Central African Republic, DR Congo (Zaire), Sudan, DR Congo (Zaire)",500,"482, 490, 625, 490",,,500,"482, 490, 625, 490",4,5.0-2015
118,"151, 153",2011,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire) , Government of South Sudan, Government of Sudan, Government of DR Congo (Zaire)","ADF, LRA","1336, 1337",,2,,136,136,146,4,"Central African Republic, DR Congo (Zaire), South Sudan, Sudan, DR Congo (Zaire)",500,"482, 490, 626, 625, 490",,,500,"482, 490, 626, 625, 490",4,5.0-2015
118,"151, 153",2013,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire) , Government of South Sudan, Government of DR Congo (Zaire)","ADF, LRA","1336, 1337",,2,,100,100,118,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",500,"482, 490, 626, 490",,,500,"482, 490, 490",4,5.0-2015
118,"151, 153",2014,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA","1336, 1337",,2,,864,864,1036,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",500,"490, 490, 626",,,500,"482, 490, 490",4,5.0-2015
119,248,1998,United Kingdom,Government of United Kingdom,,RIRA,1125,,1,Northern Ireland,29,29,29,3,United Kingdom,200,,,,200,200,1,5.0-2015
119,216,1989,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,37,37,38,3,"Germany, United Kingdom",200,,,,200,"260, 200",1,5.0-2015
119,216,1990,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,44,44,46,3,"Germany, Netherlands, United Kingdom",200,,,,200,"260, 210, 200",1,5.0-2015
119,216,1991,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,26,26,27,3,United Kingdom,200,,,,200,200,1,5.0-2015
120,225,1989,El Salvador,Government of El Salvador,,FMLN,1616,,2,,4925,4925,4953,3,El Salvador,92,,,,92,92,5,5.0-2015
120,225,1990,El Salvador,Government of El Salvador,,FMLN,1616,,2,,848,848,998,3,El Salvador,92,,,,92,92,5,5.0-2015
120,225,1991,El Salvador,Government of El Salvador,,FMLN,1616,,2,,88,88,93,3,El Salvador,92,,,,92,92,5,5.0-2015
126,223,1989,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,26,26,26,3,Bangladesh,771,,,,771,771,3,5.0-2015
126,223,1990,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,45,45,45,3,Bangladesh,771,,,,771,771,3,5.0-2015
126,223,1991,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,25,22,45,3,Bangladesh,771,,,,771,771,3,5.0-2015
129,639,2004,Pakistan,Government of Pakistan,,BLA,1129,,1,Balochistan,43,43,58,3,Pakistan,770,,,,770,770,3,5.0-2015
129,"638, 639",2006,Pakistan,Government of Pakistan,,"BLA, Baloch Ittehad","1129, 1130",,1,Balochistan,200,200,209,3,Pakistan,770,,,,770,770,3,5.0-2015
129,639,2007,Pakistan,Government of Pakistan,,BLA,1129,,1,Balochistan,83,82,331,3,Pakistan,770,,,,770,770,3,5.0-2015
129,"639, 774",2008,Pakistan,Government of Pakistan,,"BLA, BRA","1129, 1131",,1,Balochistan,197,186,233,3,Pakistan,770,,,,770,770,3,5.0-2015
129,"639, 774",2009,Pakistan,Government of Pakistan,,"BLA, BRA","1129, 1131",,1,Balochistan,81,81,102,3,Pakistan,770,,,,770,770,3,5.0-2015
129,639,2011,Pakistan,Government of Pakistan,,BLA,1129,,1,Balochistan,42,42,123,3,Pakistan,770,,,,770,770,3,5.0-2015
129,"544, 639, 774",2012,Pakistan,Government of Pakistan,,"BLA, BLF, BRA","1129, 1131, 2053",,1,Balochistan,118,118,362,3,Pakistan,770,,,,770,770,3,5.0-2015
129,639,2013,Pakistan,Government of Pakistan,,BLA,1129,,1,Balochistan,45,45,45,3,Pakistan,770,,,,770,770,3,5.0-2015
129,"639, 774",2014,Pakistan,Government of Pakistan,,"BLA, BRA","1129, 1131",,1,Balochistan,90,90,90,3,Pakistan,770,,,,770,770,3,5.0-2015
130,435,2003,Eritrea,Government of Eritrea,,EIJM - AS,1343,,2,,57,57,57,3,Eritrea,531,,,,531,531,4,5.0-2015
130,435,1997,Eritrea,Government of Eritrea,,EIJM - AS,1343,,2,,31,31,117,3,Eritrea,531,,,,531,531,4,5.0-2015
130,435,1999,Eritrea,Government of Eritrea,,EIJM - AS,1343,,2,,25,25,239,3,Eritrea,531,,,,531,531,4,5.0-2015
131,7,1989,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,2810,2810,6283,4,Angola,540,40,,,540,540,4,5.0-2015
131,7,1990,Angola,Government of Angola,,UNITA,1421,,2,,2558,2557,4452,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1991,Angola,Government of Angola,,UNITA,1421,,2,,491,491,647,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1992,Angola,Government of Angola,,UNITA,1421,,2,,2321,2321,3572,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1993,Angola,Government of Angola,,UNITA,1421,,2,,12054,12054,23329,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1994,Angola,Government of Angola,,UNITA,1421,,2,,3924,3920,11087,3,"Angola, DR Congo (Zaire)",540,,,,540,"540, 490",4,5.0-2015
131,7,1995,Angola,Government of Angola,,UNITA,1421,,2,,162,162,522,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1998,Angola,Government of Angola,,UNITA,1421,,2,,1041,1041,1516,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1999,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2273,2273,6431,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
131,7,2000,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1000,407,3799,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
131,7,2001,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1123,1123,2447,4,Angola,540,565,,,540,540,4,5.0-2015
131,7,2002,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,461,461,461,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
133,283,1993,Ethiopia,Government of Ethiopia,,AIAI,1394,,1,Ogaden,36,36,36,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,1994,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,50,50,50,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,"54, 283",1996,Ethiopia,Government of Ethiopia,,"AIAI, ONLF","1346, 1394",,1,Ogaden,211,211,481,3,"Ethiopia, Ethiopia, Somalia",530,,,,530,"530, 530, 520",4,5.0-2015
133,54,1998,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,90,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,"54, 283",1999,Ethiopia,Government of Ethiopia,,"AIAI, ONLF","1346, 1394",,1,Ogaden,50,50,640,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2000,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,855,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2001,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,117,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2002,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,637,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2003,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,260,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2004,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,525,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2005,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,58,58,695,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2006,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,818,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2007,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,152,152,737,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2008,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,416,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2009,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,473,473,995,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2010,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,126,123,1860,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2011,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,379,3,"Ethiopia, Kenya",530,,,,530,"530, 501",4,5.0-2015
133,54,2012,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,406,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2013,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,52,52,908,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2014,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,220,3,Ethiopia,530,,,,530,530,4,5.0-2015
134,344,1992,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,39,39,39,3,Indonesia,850,,,,850,850,3,5.0-2015
134,344,1997,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,51,51,79,3,Indonesia,850,,,,850,850,3,5.0-2015
134,344,1998,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,30,14,48,3,Indonesia,850,,,,850,850,3,5.0-2015
134,344,1999,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,26,26,30,3,Indonesia,850,,,,850,850,3,5.0-2015
135,98,1989,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,207,207,378,3,Morocco,600,,,,600,600,4,5.0-2015
136,99,1992,Mozambique,Government of Mozambique,,Renamo,1347,,2,,309,309,445,3,Mozambique,541,,,,541,541,4,5.0-2015
136,99,2013,Mozambique,Government of Mozambique,,Renamo,1347,,2,,27,25,98,3,Mozambique,541,,,,541,541,4,5.0-2015
136,99,1989,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,1347,,2,,1149,1144,3750,4,Mozambique,541,552,,,541,541,4,5.0-2015
136,99,1990,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,1347,,2,,1577,327,1577,4,Mozambique,541,552,,,541,541,4,5.0-2015
136,99,1991,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1326,326,2389,3,Mozambique,541,,,,541,541,4,5.0-2015
137,"411, 412, 413, 732, 760",1989,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","1134, 1136, 1138, 1141, 1142",,2,,5249,1979,17047,4,Afghanistan,700,365,,,700,700,3,5.0-2015
137,"411, 412, 413, 476, 760",1990,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)","1134, 1136, 1141, 1142, 1143",,2,,1478,1323,2275,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"411, 412, 413, 760",1991,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","1134, 1136, 1141, 1142",,2,,3302,3156,3802,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"411, 412, 413",1992,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","1134, 1141, 1142",,2,,4276,4259,5460,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"412, 413, 422",1993,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","1141, 1142, 1144",,2,,3721,3713,7805,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"412, 413, 422",1994,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","1141, 1142, 1144",,2,,8937,8937,11955,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"327, 412, 413, 422",1995,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban","1141, 1142, 1144, 1146",,2,,5516,5516,6490,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,"327, 411, 423",1996,Afghanistan,Government of Afghanistan,,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA","1134, 1146, 1147",,2,,3100,3084,3561,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,423,1997,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,6396,4244,8281,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,423,1998,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,6294,6206,7736,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,423,1999,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,4626,4591,4774,3,Afghanistan,700,,,,700,700,3,5.0-2015
137,423,2000,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,5235,4053,5511,3,Afghanistan,700,,,,700,700,3,5.0-2015
